test_position,true_class,k,baseline_probability,SHAP_topk_probability_after_masking,Random_topk_probability_after_masking,SHAP_probability_drop,Random_probability_drop
3191,1,10,0.9999771118164062,0.870927095413208,0.9917879700660706,0.12905001640319824,0.008189141750335693
3280,1,1,0.9967710375785828,0.9823071360588074,0.9967710375785828,0.01446390151977539,0.0
3280,1,3,0.9967710375785828,0.9970128536224365,0.9916988611221313,-0.00024181604385375977,0.005072176456451416
3280,1,5,0.9967710375785828,0.9925732612609863,0.9967710375785828,0.0041977763175964355,0.0
3280,1,10,0.9967710375785828,0.9869791269302368,0.9521543979644775,0.009791910648345947,0.044616639614105225
3527,1,1,0.9973033666610718,0.9973033666610718,0.996364951133728,0.0,0.00093841552734375
3527,1,3,0.9973033666610718,0.986467719078064,0.9978631138801575,0.010835647583007812,-0.0005597472190856934
3527,1,5,0.9973033666610718,0.9724143147468567,0.9950410723686218,0.024889051914215088,0.002262294292449951
3527,1,10,0.9973033666610718,0.8152535557746887,0.9960489869117737,0.18204981088638306,0.0012543797492980957
4024,1,1,0.999428927898407,0.9991614818572998,0.9994611144065857,0.00026744604110717773,-3.218650817871094e-05
4024,1,3,0.999428927898407,0.990065336227417,0.9858682751655579,0.00936359167098999,0.013560652732849121
4024,1,5,0.999428927898407,0.9456692337989807,0.9929688572883606,0.05375969409942627,0.006460070610046387
4024,1,10,0.999428927898407,0.6261810660362244,0.9988215565681458,0.3732478618621826,0.0006073713302612305
4588,1,1,0.999363362789154,0.999363362789154,0.999363362789154,0.0,0.0
4588,1,3,0.999363362789154,0.9803810715675354,0.9990829229354858,0.018982291221618652,0.0002804398536682129
4588,1,5,0.999363362789154,0.8006471395492554,0.9986966252326965,0.19871622323989868,0.0006667375564575195
4588,1,10,0.999363362789154,0.9180670380592346,0.9841188192367554,0.08129632472991943,0.015244543552398682
4641,1,1,0.999903678894043,0.9992250204086304,0.999903678894043,0.0006786584854125977,0.0
4641,1,3,0.999903678894043,0.9908417463302612,0.9981600642204285,0.009061932563781738,0.001743614673614502
4641,1,5,0.999903678894043,0.8192175030708313,0.999903678894043,0.18068617582321167,0.0
4641,1,10,0.999903678894043,0.8850905895233154,0.9999314546585083,0.11481308937072754,-2.777576446533203e-05
4871,1,1,0.9997145533561707,0.9994803071022034,0.999686598777771,0.00023424625396728516,2.7954578399658203e-05
4871,1,3,0.9997145533561707,0.9953302145004272,0.9996484518051147,0.004384338855743408,6.61015510559082e-05
4871,1,5,0.9997145533561707,0.9923880100250244,0.9985780715942383,0.00732654333114624,0.001136481761932373
4871,1,10,0.9997145533561707,0.697593092918396,0.9984809756278992,0.30212146043777466,0.0012335777282714844
4983,1,1,0.9995337724685669,0.9995337724685669,0.9995337724685669,0.0,0.0
4983,1,3,0.9995337724685669,0.9870942234992981,0.9995337724685669,0.012439548969268799,0.0
4983,1,5,0.9995337724685669,0.9166121482849121,0.9911168813705444,0.08292162418365479,0.008416891098022461
4983,1,10,0.9995337724685669,0.9258854985237122,0.998198926448822,0.07364827394485474,0.001334846019744873
5167,1,1,0.9979485869407654,0.9979485869407654,0.9978971481323242,0.0,5.143880844116211e-05
5167,1,3,0.9979485869407654,0.9557288289070129,0.9968878626823425,0.04221975803375244,0.0010607242584228516
5167,1,5,0.9979485869407654,0.9459954500198364,0.9978971481323242,0.051953136920928955,5.143880844116211e-05
5167,1,10,0.9979485869407654,0.9184723496437073,0.9978688955307007,0.0794762372970581,7.969141006469727e-05
5199,1,1,0.9996510744094849,0.9996510744094849,0.9996927976608276,0.0,-4.172325134277344e-05
5199,1,3,0.9996510744094849,0.9869153499603271,0.9996510744094849,0.012735724449157715,0.0
5199,1,5,0.9996510744094849,0.9035338759422302,0.9991992115974426,0.09611719846725464,0.00045186281204223633
5199,1,10,0.9996510744094849,0.8798771500587463,0.999283492565155,0.11977392435073853,0.000367581844329834
5229,1,1,0.9999502897262573,0.9996577501296997,0.9999502897262573,0.0002925395965576172,0.0
5229,1,3,0.9999502897262573,0.9982249140739441,0.9999332427978516,0.0017253756523132324,1.704692840576172e-05
5229,1,5,0.9999502897262573,0.9623051881790161,0.9999128580093384,0.03764510154724121,3.743171691894531e-05
5229,1,10,0.9999502897262573,0.9493159651756287,0.9999481439590454,0.05063432455062866,2.1457672119140625e-06
5767,1,1,0.9999055862426758,0.9992402791976929,0.9999055862426758,0.0006653070449829102,0.0
5767,1,3,0.9999055862426758,0.9910208582878113,0.9999396800994873,0.008884727954864502,-3.409385681152344e-05
5767,1,5,0.9999055862426758,0.838943362236023,0.99928218126297,0.16096222400665283,0.0006234049797058105
5767,1,10,0.9999055862426758,0.9047867059707642,0.9981655478477478,0.09511888027191162,0.0017400383949279785
5788,1,1,0.9979698061943054,0.9971774816513062,0.9977498650550842,0.0007923245429992676,0.0002199411392211914
5788,1,3,0.9979698061943054,0.9742728471755981,0.9979581832885742,0.023696959018707275,1.1622905731201172e-05
5788,1,5,0.9979698061943054,0.9364227652549744,0.9972413778305054,0.061547040939331055,0.0007284283638000488
5788,1,10,0.9979698061943054,0.8763797283172607,0.9916170239448547,0.12159007787704468,0.006352782249450684
5960,1,1,0.9983219504356384,0.9983219504356384,0.9983219504356384,0.0,0.0
5960,1,3,0.9983219504356384,0.948614776134491,0.9983219504356384,0.04970717430114746,0.0
5960,1,5,0.9983219504356384,0.9374197125434875,0.9952645301818848,0.06090223789215088,0.003057420253753662
5960,1,10,0.9983219504356384,0.9134795665740967,0.9979327917098999,0.08484238386154175,0.0003891587257385254
6776,1,1,0.999363362789154,0.999363362789154,0.999363362789154,0.0,0.0
6776,1,3,0.999363362789154,0.9803810715675354,0.9990334510803223,0.018982291221618652,0.0003299117088317871
6776,1,5,0.999363362789154,0.8006471395492554,0.9882964491844177,0.19871622323989868,0.011066913604736328
6776,1,10,0.999363362789154,0.9180670380592346,0.9989088773727417,0.08129632472991943,0.0004544854164123535
6800,1,1,0.999817430973053,0.9901387691497803,0.999817430973053,0.009678661823272705,0.0
6800,1,3,0.999817430973053,0.9519214630126953,0.9997827410697937,0.047895967960357666,3.4689903259277344e-05
6800,1,5,0.999817430973053,0.8460879325866699,0.9884232878684998,0.15372949838638306,0.011394143104553223
6800,1,10,0.999817430973053,0.8309296369552612,0.9998272061347961,0.16888779401779175,-9.775161743164062e-06
7055,1,1,0.996290922164917,0.996290922164917,0.996290922164917,0.0,0.0
7055,1,3,0.996290922164917,0.8993293642997742,0.9951580166816711,0.09696155786514282,0.0011329054832458496
7055,1,5,0.996290922164917,0.919779896736145,0.9954327344894409,0.07651102542877197,0.0008581876754760742
7055,1,10,0.996290922164917,0.9341021180152893,0.9656009674072266,0.062188804149627686,0.03068995475769043
7262,1,1,0.9980898499488831,0.9980898499488831,0.9973053932189941,0.0,0.000784456729888916
7262,1,3,0.9980898499488831,0.9715705513954163,0.9982708692550659,0.026519298553466797,-0.00018101930618286133
7262,1,5,0.9980898499488831,0.884130597114563,0.9980968832969666,0.11395925283432007,-7.033348083496094e-06
7262,1,10,0.9980898499488831,0.6507622599601746,0.9298027753829956,0.3473275899887085,0.06828707456588745
7448,1,1,0.9999421834945679,0.9995602965354919,0.9999421834945679,0.00038188695907592773,0.0
7448,1,3,0.9999421834945679,0.9948124885559082,0.9999475479125977,0.005129694938659668,-5.364418029785156e-06
7448,1,5,0.9999421834945679,0.9017760157585144,0.9998385906219482,0.09816616773605347,0.0001035928726196289
7448,1,10,0.9999421834945679,0.8748260140419006,0.9999403953552246,0.12511616945266724,1.7881393432617188e-06
7473,1,1,0.9999749660491943,0.9998514652252197,0.9999749660491943,0.00012350082397460938,0.0
7473,1,3,0.9999749660491943,0.9917640089988708,0.9999749660491943,0.008210957050323486,0.0
7473,1,5,0.9999749660491943,0.9061644673347473,0.9991764426231384,0.09381049871444702,0.0007985234260559082
7473,1,10,0.9999749660491943,0.8401877284049988,0.9999855756759644,0.15978723764419556,-1.0609626770019531e-05
7848,1,1,0.9993637204170227,0.9993637204170227,0.9993637204170227,0.0,0.0
7848,1,3,0.9993637204170227,0.9773207902908325,0.9925111532211304,0.022042930126190186,0.006852567195892334
7848,1,5,0.9993637204170227,0.8295395970344543,0.9929774403572083,0.16982412338256836,0.006386280059814453
7848,1,10,0.9993637204170227,0.9141578674316406,0.9990787506103516,0.08520585298538208,0.0002849698066711426
7962,1,1,0.9999539852142334,0.9997298121452332,0.9997298121452332,0.00022417306900024414,0.00022417306900024414
7962,1,3,0.9999539852142334,0.9845839738845825,0.9999353885650635,0.015370011329650879,1.8596649169921875e-05
7962,1,5,0.9999539852142334,0.818997323513031,0.9998960494995117,0.1809566617012024,5.793571472167969e-05
7962,1,10,0.9999539852142334,0.8407357335090637,0.9956353306770325,0.15921825170516968,0.004318654537200928
8011,1,1,0.9999504089355469,0.9997088313102722,0.9999560117721558,0.0002415776252746582,-5.602836608886719e-06
8011,1,3,0.9999504089355469,0.983749270439148,0.9999198913574219,0.016201138496398926,3.0517578125e-05
8011,1,5,0.9999504089355469,0.8390679955482483,0.9999560117721558,0.16088241338729858,-5.602836608886719e-06
8011,1,10,0.9999504089355469,0.8476490378379822,0.9984959363937378,0.1523013710975647,0.001454472541809082
8264,1,1,0.999903678894043,0.9992250204086304,0.999903678894043,0.0006786584854125977,0.0
8264,1,3,0.999903678894043,0.9908417463302612,0.999903678894043,0.009061932563781738,0.0
8264,1,5,0.999903678894043,0.8192175030708313,0.999794065952301,0.18068617582321167,0.00010961294174194336
8264,1,10,0.999903678894043,0.8850905895233154,0.9962610602378845,0.11481308937072754,0.0036426186561584473
8580,1,1,0.9957707524299622,0.9957707524299622,0.9957707524299622,0.0,0.0
8580,1,3,0.9957707524299622,0.9554538726806641,0.9919082522392273,0.040316879749298096,0.0038625001907348633
8580,1,5,0.9957707524299622,0.889594554901123,0.992863118648529,0.10617619752883911,0.0029076337814331055
8580,1,10,0.9957707524299622,0.6414923667907715,0.9505383968353271,0.3542783856391907,0.04523235559463501
9120,1,1,0.9998138546943665,0.9998138546943665,0.9998138546943665,0.0,0.0
9120,1,3,0.9998138546943665,0.9897897839546204,0.9983330368995667,0.010024070739746094,0.0014808177947998047
9120,1,5,0.9998138546943665,0.9961274266242981,0.9979389309883118,0.0036864280700683594,0.0018749237060546875
9120,1,10,0.9998138546943665,0.9905533194541931,0.9990211725234985,0.00926053524017334,0.0007926821708679199
9211,1,1,0.985791802406311,0.9855603575706482,0.985791802406311,0.0002314448356628418,0.0
9211,1,3,0.985791802406311,0.7452174425125122,0.9502142071723938,0.24057435989379883,0.035577595233917236
9211,1,5,0.985791802406311,0.8953626751899719,0.9679701328277588,0.09042912721633911,0.017821669578552246
9211,1,10,0.985791802406311,0.3548649549484253,0.9119614362716675,0.6309268474578857,0.07383036613464355
9648,1,1,0.9943432807922363,0.9934862852096558,0.9943432807922363,0.0008569955825805664,0.0
9648,1,3,0.9943432807922363,0.9235018491744995,0.9954249262809753,0.07084143161773682,-0.0010816454887390137
9648,1,5,0.9943432807922363,0.8599503040313721,0.9952797889709473,0.13439297676086426,-0.0009365081787109375
9648,1,10,0.9943432807922363,0.6267119646072388,0.9732452630996704,0.36763131618499756,0.021098017692565918
9691,1,1,0.9957849383354187,0.9957849383354187,0.9951013922691345,0.0,0.0006835460662841797
9691,1,3,0.9957849383354187,0.9470476508140564,0.9921259880065918,0.048737287521362305,0.0036589503288269043
9691,1,5,0.9957849383354187,0.5400227308273315,0.9950520396232605,0.45576220750808716,0.0007328987121582031
9691,1,10,0.9957849383354187,0.667635977268219,0.9873806238174438,0.3281489610671997,0.008404314517974854
10469,1,1,0.9978316426277161,0.9974915981292725,0.9974915981292725,0.0003400444984436035,0.0003400444984436035
10469,1,3,0.9978316426277161,0.990210771560669,0.9982023239135742,0.007620871067047119,-0.0003706812858581543
10469,1,5,0.9978316426277161,0.8928716778755188,0.9758510589599609,0.10495996475219727,0.021980583667755127
10469,1,10,0.9978316426277161,0.6735764741897583,0.9938777089118958,0.32425516843795776,0.0039539337158203125
11070,1,1,0.9969895482063293,0.9977791905403137,0.9972266554832458,-0.000789642333984375,-0.0002371072769165039
11070,1,3,0.9969895482063293,0.9642017483711243,0.9970309734344482,0.03278779983520508,-4.1425228118896484e-05
11070,1,5,0.9969895482063293,0.9833994507789612,0.9975752234458923,0.013590097427368164,-0.0005856752395629883
11070,1,10,0.9969895482063293,0.921504020690918,0.98965984582901,0.07548552751541138,0.007329702377319336
11238,1,1,0.9972813129425049,0.9984338879585266,0.9972813129425049,-0.0011525750160217285,0.0
11238,1,3,0.9972813129425049,0.989107608795166,0.9959021210670471,0.008173704147338867,0.0013791918754577637
11238,1,5,0.9972813129425049,0.9857909679412842,0.9966993927955627,0.011490345001220703,0.0005819201469421387
11238,1,10,0.9972813129425049,0.8894531726837158,0.995317816734314,0.10782814025878906,0.001963496208190918
11283,1,1,0.9957692623138428,0.9956580400466919,0.9957692623138428,0.0001112222671508789,0.0
11283,1,3,0.9957692623138428,0.9533191323280334,0.9942196607589722,0.042450129985809326,0.0015496015548706055
11283,1,5,0.9957692623138428,0.6872620582580566,0.9956580400466919,0.30850720405578613,0.0001112222671508789
11283,1,10,0.9957692623138428,0.668074905872345,0.9839962124824524,0.3276943564414978,0.01177304983139038
11322,1,1,0.9965124726295471,0.9965124726295471,0.9965124726295471,0.0,0.0
11322,1,3,0.9965124726295471,0.9908379912376404,0.994917631149292,0.005674481391906738,0.001594841480255127
11322,1,5,0.9965124726295471,0.9518665075302124,0.9812521934509277,0.04464596509933472,0.015260279178619385
11322,1,10,0.9965124726295471,0.9131749868392944,0.9965882301330566,0.08333748579025269,-7.575750350952148e-05
11417,1,1,0.9994206428527832,0.026637442409992218,0.9994206428527832,0.972783200442791,0.0
11417,1,3,0.9994206428527832,0.9987279772758484,0.9989519119262695,0.0006926655769348145,0.0004687309265136719
11417,1,5,0.9994206428527832,0.9712508320808411,0.9997060894966125,0.02816981077194214,-0.0002854466438293457
11417,1,10,0.9994206428527832,0.964804470539093,0.999001681804657,0.034616172313690186,0.0004189610481262207
12072,1,1,0.9999825954437256,0.9982193112373352,0.9999825954437256,0.0017632842063903809,0.0
12072,1,3,0.9999825954437256,0.9811326861381531,0.9996930360794067,0.01884990930557251,0.00028955936431884766
12072,1,5,0.9999825954437256,0.7878651022911072,0.9999825954437256,0.2121174931526184,0.0
12072,1,10,0.9999825954437256,0.9322397112846375,0.9999696016311646,0.06774288415908813,1.2993812561035156e-05
12146,1,1,0.999985933303833,0.9983084201812744,0.999985933303833,0.0016775131225585938,0.0
12146,1,3,0.999985933303833,0.9703493714332581,0.9997469782829285,0.02963656187057495,0.00023895502090454102
12146,1,5,0.999985933303833,0.6665893197059631,0.9996330738067627,0.3333966135978699,0.0003528594970703125
12146,1,10,0.999985933303833,0.6831468939781189,0.9999850988388062,0.3168390393257141,8.344650268554688e-07
12151,1,1,0.9999788999557495,0.996903121471405,0.9999788999557495,0.0030757784843444824,0.0
12151,1,3,0.9999788999557495,0.9373764395713806,0.9999834299087524,0.0626024603843689,-4.5299530029296875e-06
12151,1,5,0.9999788999557495,0.4895501434803009,0.9990574717521667,0.5104287564754486,0.0009214282035827637
12151,1,10,0.9999788999557495,0.7541823983192444,0.9999692440032959,0.24579650163650513,9.655952453613281e-06
12454,1,1,0.9999772310256958,0.9978861212730408,0.9999772310256958,0.0020911097526550293,0.0
12454,1,3,0.9999772310256958,0.9738643169403076,0.9990600943565369,0.026112914085388184,0.0009171366691589355
12454,1,5,0.9999772310256958,0.9118021726608276,0.999977707862854,0.08817505836486816,-4.76837158203125e-07
12454,1,10,0.9999772310256958,0.9094839692115784,0.9999719858169556,0.09049326181411743,5.245208740234375e-06
12546,1,1,0.9999768733978271,0.9973205924034119,0.9999768733978271,0.002656280994415283,0.0
12546,1,3,0.9999768733978271,0.9631040096282959,0.9999768733978271,0.03687286376953125,0.0
12546,1,5,0.9999768733978271,0.8600160479545593,0.9995686411857605,0.13996082544326782,0.0004082322120666504
12546,1,10,0.9999768733978271,0.6481924057006836,0.9993769526481628,0.35178446769714355,0.0005999207496643066
12601,1,1,0.9999850988388062,0.9983605742454529,0.9999707937240601,0.0016245245933532715,1.430511474609375e-05
12601,1,3,0.9999850988388062,0.9795743227005005,0.9997745156288147,0.020410776138305664,0.00021058320999145508
12601,1,5,0.9999850988388062,0.7102753520011902,0.9999704360961914,0.28970974683761597,1.4662742614746094e-05
12601,1,10,0.9999850988388062,0.8126126527786255,0.9994210004806519,0.18737244606018066,0.0005640983581542969
12956,1,1,0.9999866485595703,0.9990085959434509,0.9999858140945435,0.0009780526161193848,8.344650268554688e-07
12956,1,3,0.9999866485595703,0.9823575019836426,0.999980092048645,0.017629146575927734,6.556510925292969e-06
12956,1,5,0.9999866485595703,0.9101178646087646,0.9999866485595703,0.08986878395080566,0.0
12956,1,10,0.9999866485595703,0.9207175374031067,0.9993495345115662,0.07926911115646362,0.0006371140480041504
12972,1,1,0.9447610378265381,0.9447610378265381,0.9447610378265381,0.0,0.0
12972,1,3,0.9447610378265381,0.8440081477165222,0.9447610378265381,0.10075289011001587,0.0
12972,1,5,0.9447610378265381,0.945803165435791,0.8933290243148804,-0.0010421276092529297,0.051432013511657715
12972,1,10,0.9447610378265381,0.87144535779953,0.9785298705101013,0.07331568002700806,-0.03376883268356323
12995,1,1,0.9999958276748657,0.9990710020065308,0.9999958276748657,0.0009248256683349609,0.0
12995,1,3,0.9999958276748657,0.9843196272850037,0.9999974966049194,0.01567620038986206,-1.6689300537109375e-06
12995,1,5,0.9999958276748657,0.8188703656196594,0.9999947547912598,0.1811254620552063,1.0728836059570312e-06
12995,1,10,0.9999958276748657,0.8950045108795166,0.9999927282333374,0.10499131679534912,3.0994415283203125e-06
12997,1,1,0.9999866485595703,0.9986288547515869,0.9999886751174927,0.0013577938079833984,-2.0265579223632812e-06
12997,1,3,0.9999866485595703,0.9854148626327515,0.9999866485595703,0.014571785926818848,0.0
12997,1,5,0.9999866485595703,0.828336775302887,0.9999866485595703,0.17164987325668335,0.0
12997,1,10,0.9999866485595703,0.8560205698013306,0.9998148083686829,0.14396607875823975,0.00017184019088745117
13034,1,1,0.999981164932251,0.9973374009132385,0.999981164932251,0.002643764019012451,0.0
13034,1,3,0.999981164932251,0.9672845602035522,0.9999825954437256,0.03269660472869873,-1.430511474609375e-06
13034,1,5,0.999981164932251,0.861142098903656,0.9999886751174927,0.13883906602859497,-7.510185241699219e-06
13034,1,10,0.999981164932251,0.5949898958206177,0.9998843669891357,0.4049912691116333,9.679794311523438e-05
13575,1,1,0.9999933242797852,0.9994372725486755,0.9999951124191284,0.0005560517311096191,-1.7881393432617188e-06
13575,1,3,0.9999933242797852,0.9931671023368835,0.9999899864196777,0.006826221942901611,3.337860107421875e-06
13575,1,5,0.9999933242797852,0.7974259853363037,0.9999840259552002,0.20256733894348145,9.298324584960938e-06
13575,1,10,0.9999933242797852,0.8292499780654907,0.9878004789352417,0.17074334621429443,0.012192845344543457
13689,1,1,0.9999879598617554,0.9982934594154358,0.9999860525131226,0.00169450044631958,1.9073486328125e-06
13689,1,3,0.9999879598617554,0.9727606177330017,0.999987006187439,0.027227342128753662,9.5367431640625e-07
13689,1,5,0.9999879598617554,0.716390073299408,0.9999879598617554,0.2835978865623474,0.0
13689,1,10,0.9999879598617554,0.8285689949989319,0.9995428323745728,0.1714189648628235,0.0004451274871826172
13758,1,1,0.9996389150619507,0.9939050078392029,0.9996389150619507,0.005733907222747803,0.0
13758,1,3,0.9996389150619507,0.8483685255050659,0.9994122982025146,0.15127038955688477,0.00022661685943603516
13758,1,5,0.9996389150619507,0.44059258699417114,0.9996389150619507,0.5590463280677795,0.0
13758,1,10,0.9996389150619507,0.7858951091766357,0.9680292010307312,0.21374380588531494,0.03160971403121948
13872,1,1,0.9999961853027344,0.999705970287323,0.999705970287323,0.00029021501541137695,0.00029021501541137695
13872,1,3,0.9999961853027344,0.9960972666740417,0.9999185800552368,0.003898918628692627,7.76052474975586e-05
13872,1,5,0.9999961853027344,0.8945004343986511,0.9999922513961792,0.10549575090408325,3.933906555175781e-06
13872,1,10,0.9999961853027344,0.608234703540802,0.9970026612281799,0.3917614817619324,0.0029935240745544434
13992,1,1,0.9999929666519165,0.9995545744895935,0.9999929666519165,0.00043839216232299805,0.0
13992,1,3,0.9999929666519165,0.9933215975761414,0.9999856948852539,0.0066713690757751465,7.271766662597656e-06
13992,1,5,0.9999929666519165,0.7578702569007874,0.9931715726852417,0.24212270975112915,0.006821393966674805
13992,1,10,0.9999929666519165,0.7108193039894104,0.9999097585678101,0.2891736626625061,8.320808410644531e-05
14111,1,1,0.999993085861206,0.9990099668502808,0.9999898672103882,0.000983119010925293,3.2186508178710938e-06
14111,1,3,0.999993085861206,0.9804737567901611,0.9998363256454468,0.019519329071044922,0.00015676021575927734
14111,1,5,0.999993085861206,0.7842574715614319,0.999995231628418,0.21573561429977417,-2.1457672119140625e-06
14111,1,10,0.999993085861206,0.8696197867393494,0.9993313550949097,0.1303732991218567,0.0006617307662963867
14237,1,1,0.9999651908874512,0.9959624409675598,0.9999651908874512,0.004002749919891357,0.0
14237,1,3,0.9999651908874512,0.9511495232582092,0.9999651908874512,0.04881566762924194,0.0
14237,1,5,0.9999651908874512,0.8159405589103699,0.9867933392524719,0.1840246319770813,0.013171851634979248
14237,1,10,0.9999651908874512,0.8854721188545227,0.9999182224273682,0.11449307203292847,4.696846008300781e-05
14539,1,1,0.9999802112579346,0.9975839853286743,0.9999802112579346,0.002396225929260254,0.0
14539,1,3,0.9999802112579346,0.962361752986908,0.9999802112579346,0.03761845827102661,0.0
14539,1,5,0.9999802112579346,0.6096862554550171,0.9999563694000244,0.3902939558029175,2.384185791015625e-05
14539,1,10,0.9999802112579346,0.8675844669342041,0.9975451827049255,0.13239574432373047,0.002435028553009033
14542,1,1,0.9999887943267822,0.9993392825126648,0.9999887943267822,0.0006495118141174316,0.0
14542,1,3,0.9999887943267822,0.9901769757270813,0.9999879598617554,0.009811818599700928,8.344650268554688e-07
14542,1,5,0.9999887943267822,0.9510039687156677,0.99996018409729,0.0489848256111145,2.86102294921875e-05
14542,1,10,0.9999887943267822,0.6632457971572876,0.999660849571228,0.33674299716949463,0.0003279447555541992
14989,1,1,0.9999935626983643,0.9993616938591003,0.9998326301574707,0.000631868839263916,0.0001609325408935547
14989,1,3,0.9999935626983643,0.9941384792327881,0.9999927282333374,0.005855083465576172,8.344650268554688e-07
14989,1,5,0.9999935626983643,0.9237414598464966,0.9999935626983643,0.07625210285186768,0.0
14989,1,10,0.9999935626983643,0.9251083731651306,0.9998118281364441,0.07488518953323364,0.00018173456192016602
15191,1,1,0.9999873638153076,0.9975519776344299,0.9999873638153076,0.0024353861808776855,0.0
15191,1,3,0.9999873638153076,0.9539240598678589,0.9999873638153076,0.04606330394744873,0.0
15191,1,5,0.9999873638153076,0.5428438782691956,0.9999786615371704,0.45714348554611206,8.702278137207031e-06
